id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
45643,YEM-2013-1-784-87,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2013-09-10,Suspected Al-Qa'idah attack targets buses carrying soldiers in Yemeni capital""",BBC Monitoring Middle East,9/10/2013,Suspected Al-Qa'idah attack targets buses carrying soldiers in Yemeni capital,Security sources,1,Şan‘ā’ city,Şan‘ā’ city,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,9/8/2013,9/8/2013,1,0,0,0,1,1,1
45645,YEM-2013-1-784-88,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-09-14,Two soldiers killed, eight wounded in Yemen attacks""",Agence France Presse,9/14/2013,"Two soldiers killed, eight wounded in Yemen attacks",A security source,3,Al Qaţn district,Al Qaţn district,Ḩaḑramawt governorate,Al Qaţn district,16.016604,48.214611,POINT (48.214611 16.016604),153097,Yemen (North Yemen),678,Middle East,1,1,9/13/2013,9/13/2013,0,0,0,0,0,2,0
45673,YEM-2013-1-784-89,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-09-20,'Qaeda' Yemen rampage kills 56 soldiers and police""",Agence France Presse,9/20/2013,'Qaeda' Yemen rampage kills 56 soldiers and police,A government official in Ataq,4,Shabwah governorate,Shabwah governorate (Shabwah oilfields (army camp)),Shabwah governorate,,15,47,POINT (47 15),151655,Yemen (North Yemen),678,Middle East,1,1,9/20/2013,9/20/2013,38,1,0,0,39,39,39
45674,YEM-2013-1-784-90,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-09-20,'Qaeda' Yemen rampage kills 56 soldiers and police""",Agence France Presse,9/20/2013,'Qaeda' Yemen rampage kills 56 soldiers and police,Witnesses,2,An Nushaymah village,An Nushaymah village (area),Shabwah governorate,Ruḑūm district,14.016667,47.9,POINT (47.9 14.016667),150216,Yemen (North Yemen),678,Middle East,1,1,9/20/2013,9/20/2013,10,1,0,0,11,11,11
45675,YEM-2013-1-784-91,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-09-20,'Qaeda' Yemen rampage kills 56 soldiers and police""",Agence France Presse,9/20/2013,'Qaeda' Yemen rampage kills 56 soldiers and police,Military sources,2,An Nushaymah village,"An Nushaymah village (Maifaa, around 15 kilometres away from)",Shabwah governorate,Ruḑūm district,14.016667,47.9,POINT (47.9 14.016667),150216,Yemen (North Yemen),678,Middle East,1,1,9/20/2013,9/20/2013,8,6,0,0,14,14,14
45676,YEM-2013-1-784-92,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-09-20,'Qaeda' Yemen rampage kills 56 soldiers and police""",Agence France Presse,9/20/2013,'Qaeda' Yemen rampage kills 56 soldiers and police,The ministry's 26sep.net news website,1,Balḩāf town,Balḩāf town (gas terminal),Shabwah governorate,Ruḑūm district,14.0075,48.1768,POINT (48.1768 14.0075),150217,Yemen (North Yemen),678,Middle East,1,1,9/20/2013,9/20/2013,0,2,0,0,2,2,2
45677,YEM-2013-1-784-93,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-09-22,Yemen clash with Qaeda kills 8: tribal source""",Agence France Presse,9/22/2013,Yemen clash with Qaeda kills 8: tribal source,A tribal source,4,Ma'rib governorate,Ma'rib governorate,Ma'rib governorate,,15.416667,45.35,POINT (45.35 15.416667),151651,Yemen (North Yemen),678,Middle East,1,1,9/22/2013,9/22/2013,4,4,0,0,8,8,8
45678,YEM-2013-1-784-94,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-09-23,Gunman kills Yemen airman: military""",Agence France Presse,9/23/2013,Gunman kills Yemen airman: military,An official,1,Şan‘ā’ city,Şan‘ā’ city,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,9/23/2013,9/23/2013,0,0,0,0,0,1,0
45679,YEM-2013-1-784-95,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-09-24,Gunmen kill second Yemen airman in 24 hours: military""",Agence France Presse,9/24/2013,Gunmen kill second Yemen airman in 24 hours: military,A military official,1,Şan‘ā’ city,Şan‘ā’ city,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,9/24/2013,9/24/2013,0,0,0,0,0,1,0
45680,YEM-2013-1-784-96,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-09-25,Suicide bomber kills Yemen intel officer: security""",Agence France Presse,9/25/2013,Suicide bomber kills Yemen intel officer: security,A security official,1,‘Ataq town,‘Ataq town,Shabwah governorate,‘Ataq district,14.537665,46.831868,POINT (46.831868 14.537665),150934,Yemen (North Yemen),678,Middle East,1,1,9/25/2013,9/25/2013,1,1,0,0,2,2,2
45684,YEM-2013-1-784-97,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-09-30,Gunmen kill Yemen police officer""",Agence France Presse,9/30/2013,Gunmen kill Yemen police officer,A security official,1,Ta'izz town,Ta'izz town,Ta'izz governorate,,13.579522,44.020908,POINT (44.020908 13.579522),149489,Yemen (North Yemen),678,Middle East,1,1,9/30/2013,9/30/2013,0,0,0,0,0,1,0
45685,YEM-2013-1-784-98,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,3,"""Agence France Presse,2013-09-30,Yemen forces recapture Qaeda-seized army HQ in port city"";""Reuters News,2013-09-30,UPDATE 3-Yemen's army retakes base seized by Qaeda militants"";""Agence France Presse,2013-10-01,Qaeda gunmen still hold Yemen army hostages: military""",Agence France Presse;Reuters News;Agence France Presse,2013-09-30;2013-09-30;2013-10-01,Yemen forces recapture Qaeda-seized army HQ in port city;UPDATE 3-Yemen's army retakes base seized by Qaeda militants;Qaeda gunmen still hold Yemen army hostages: military,A military official,1,Al Mukallā town,Al Mukallā town,Ḩaḑramawt governorate,Al Mukallā district,14.542481,49.124244,POINT (49.124244 14.542481),150939,Yemen (North Yemen),678,Middle East,1,1,9/30/2013,9/30/2013,5,3,0,0,8,8,8
45686,YEM-2013-1-784-99,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2013-10-01,Suicide bomber attacks Yemeni meeting discussing Al-Qa'idah""",BBC Monitoring Middle East,10/1/2013,Suicide bomber attacks Yemeni meeting discussing Al-Qa'idah,Yemeni Alliance for Reform newspaper Al-Sahwah website,4,Ma'rib governorate,Ma'rib governorate,Ma'rib governorate,,15.416667,45.35,POINT (45.35 15.416667),151651,Yemen (North Yemen),678,Middle East,1,1,9/29/2013,9/29/2013,0,1,0,0,1,1,1
45687,YEM-2013-1-784-100,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-10-02,Al-Qaeda gunmen kill four Yemeni soldiers""",Agence France Presse,10/2/2013,Al-Qaeda gunmen kill four Yemeni soldiers,A military officer,3,Brūm Mayf‘a district,Brūm Mayf‘a district,Ḩaḑramawt governorate,Brūm Mayf‘a district,14.359846,48.728134,POINT (48.728134 14.359846),150218,Yemen (North Yemen),678,Middle East,1,1,10/2/2013,10/2/2013,4,0,0,0,4,4,4
45688,YEM-2013-1-784-101,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-10-03,Army assault to retake Qaeda-held HQ kills 10""",Agence France Presse,10/3/2013,Army assault to retake Qaeda-held HQ kills 10,Medical and military sources,1,Al Mukallā town,Al Mukallā town,Ḩaḑramawt governorate,Al Mukallā district,14.542481,49.124244,POINT (49.124244 14.542481),150939,Yemen (North Yemen),678,Middle East,2,2,9/30/2013,10/2/2013,5,0,0,0,5,10,5
45689,YEM-2013-1-784-102,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-10-04,Gunmen kill Yemeni officer in Yemen: security official""",Agence France Presse,10/4/2013,Gunmen kill Yemeni officer in Yemen: security official,A security official,1,‘Adan town,‘Adan town,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,10/4/2013,10/4/2013,0,0,0,0,0,1,0
45691,YEM-2013-1-784-103,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,2,"""BBC Monitoring Middle East,2013-10-08,Yemenis seek Al-Qa'idah's help to resolve disputes in ""absence"" of government"";""BBC Monitoring Middle East,2013-10-09,Al-Qa'idah elements attack security checkpoint, kidnap three Yemeni soldiers""",BBC Monitoring Middle East;BBC Monitoring Middle East,2013-10-08;2013-10-09,"Yemenis seek Al-Qa'idah's help to resolve disputes in ""absence"" of government;Al-Qa'idah elements attack security checkpoint, kidnap three Yemeni soldiers",Ra'ada security manager Hamoud Al-Amari,2,Radā‘ town,Radā‘ town (near),al-Bayḑā’ governorate,Radā‘ district,14.415097,44.837089,POINT (44.837089 14.415097),150210,Yemen (North Yemen),678,Middle East,1,1,10/7/2013,10/7/2013,0,0,3,4,7,10,7
45694,YEM-2013-1-784-104,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-10-10,Yemen intelligence officer killed in flashpoint city""",Agence France Presse,10/10/2013,Yemen intelligence officer killed in flashpoint city,A security source,1,Al Mukallā town,Al Mukallā town,Ḩaḑramawt governorate,Al Mukallā district,14.542481,49.124244,POINT (49.124244 14.542481),150939,Yemen (North Yemen),678,Middle East,1,1,10/10/2013,10/10/2013,0,0,0,0,0,1,0
45697,YEM-2013-1-784-105,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Associated Press Newswires,2013-10-15,Official: Al-Qaida militants attack security checkpoint in southern Yemen, killing 2 guards""",Associated Press Newswires,10/15/2013,"Official: Al-Qaida militants attack security checkpoint in southern Yemen, killing 2 guards",A Yemeni military official,4,Laḩij governorate,Laḩij governorate,Laḩij governorate,,13.166667,44.583332,POINT (44.5833321 13.166667),148770,Yemen (North Yemen),678,Middle East,1,1,10/15/2013,10/15/2013,2,0,0,0,2,2,2
45698,YEM-2013-1-784-106,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-10-15,Police officer gunned down in south Yemen""",Agence France Presse,10/15/2013,Police officer gunned down in south Yemen,A local official,1,Ghayl Bā Wazīr town,Ghayl Bā Wazīr town,Ḩaḑramawt governorate,Ghayl Bā Wazīr district,14.776111,49.366111,POINT (49.366111 14.776111),150939,Yemen (North Yemen),678,Middle East,1,1,10/15/2013,10/15/2013,1,0,0,0,1,1,1
45701,YEM-2013-1-784-107,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-10-18,6 Yemen soldiers killed in suicide attack: ministry""",Agence France Presse,10/18/2013,6 Yemen soldiers killed in suicide attack: ministry,The defence ministry,3,Aḩwar district,Aḩwar district,Abyan governorate,Aḩwar district,13.64209,46.755614,POINT (46.755614 13.64209),149494,Yemen (North Yemen),678,Middle East,1,1,10/18/2013,10/18/2013,6,1,0,0,7,7,7
45702,YEM-2013-1-784-108,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-10-18,6 Yemen soldiers killed in suicide attack: ministry""",Agence France Presse,10/18/2013,6 Yemen soldiers killed in suicide attack: ministry,Military sources,5,Southern Yemen,Southern Yemen (near Abyan governorate),,,12.833333,44.916667,POINT (44.916667 12.833333),148050,Yemen (North Yemen),678,Middle East,1,1,10/17/2013,10/17/2013,0,0,0,0,0,1,0
45703,YEM-2013-1-784-109,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Associated Press Newswires,2013-10-19,Suspected al-Qaida militants kill security official and his driver in Yemen""",Associated Press Newswires,10/19/2013,Suspected al-Qaida militants kill security official and his driver in Yemen,A Yemeni security official,1,Say’ūn town,Say’ūn town,Ḩaḑramawt governorate,Say’ūn district,15.943333,48.793333,POINT (48.793333 15.943333),152378,Yemen (North Yemen),678,Middle East,1,1,10/18/2013,10/18/2013,2,0,0,0,2,2,2
45860,YEM-2013-1-784-110,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-10-24,Yemen intelligence officer gunned down in Sanaa""",Agence France Presse,10/24/2013,Yemen intelligence officer gunned down in Sanaa,Police,1,Şan‘ā’ city,Şan‘ā’ city,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,10/24/2013,10/24/2013,0,0,0,0,0,1,0
45863,YEM-2013-1-784-112,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2013-10-25,Yemeni military kills six terrorists in country's south""",BBC Monitoring Middle East,10/25/2013,Yemeni military kills six terrorists in country's south,Military official,1,Al Maḩfid town,Al Maḩfid town,Abyan governorate,Al Maḩfid district,14.058469,46.913285,POINT (46.913285 14.058469),150214,Yemen (North Yemen),678,Middle East,1,1,10/24/2013,10/24/2013,0,6,0,0,6,6,6
45865,YEM-2013-1-784-113,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,2,"""BBC Monitoring Middle East,2013-10-30,Unidentified gunmen attack military checkpoint in Yemen's Al-Bayda, one killed"";""BBC Monitoring Middle East,2013-10-30,Concerns grow over possible Al-Qa'idah resurgence in Yemen's Abyan, Al-Baydha""",BBC Monitoring Middle East;BBC Monitoring Middle East,2013-10-30;2013-10-30,"Unidentified gunmen attack military checkpoint in Yemen's Al-Bayda, one killed;Concerns grow over possible Al-Qa'idah resurgence in Yemen's Abyan, Al-Baydha",Text of report in English by opposition Yemeni Alliance for Reform newspaper Al-Sahwah website,4,al-Bayḑā’ governorate,al-Bayḑā’ governorate,al-Bayḑā’ governorate,,14.34166,45.39442,POINT (45.39442 14.34166),150211,Yemen (North Yemen),678,Middle East,1,1,10/28/2013,10/28/2013,1,0,0,0,1,1,1
45866,YEM-2013-1-784-114,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,2,"""BBC Monitoring Middle East,2013-10-30,Concerns grow over possible Al-Qa'idah resurgence in Yemen's Abyan, Al-Baydha"";""BBC Monitoring Middle East,2013-10-30,Unidentified gunmen attack military checkpoint in Yemen's Al-Bayda, one killed""",BBC Monitoring Middle East;BBC Monitoring Middle East,2013-10-30;2013-10-30,"Concerns grow over possible Al-Qa'idah resurgence in Yemen's Abyan, Al-Baydha;Unidentified gunmen attack military checkpoint in Yemen's Al-Bayda, one killed",AQAP claims,4,al-Bayḑā’ governorate,al-Bayḑā’ governorate,al-Bayḑā’ governorate,,14.34166,45.39442,POINT (45.39442 14.34166),150211,Yemen (North Yemen),678,Middle East,1,1,10/27/2013,10/27/2013,3,0,0,0,3,3,3
45869,YEM-2013-1-784-115,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-10-31,'Qaeda' gunmen kill 3 in Yemen attack: official""",Agence France Presse,10/31/2013,'Qaeda' gunmen kill 3 in Yemen attack: official,A local official,3,Aḩwar district,Aḩwar district,Abyan governorate,Aḩwar district,13.64209,46.755614,POINT (46.755614 13.64209),149494,Yemen (North Yemen),678,Middle East,1,1,10/31/2013,10/31/2013,2,0,1,0,3,3,3
63788,YEM-2013-1-784-116,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2013-11-05,Soldier says alleged Al-Qa'idah affiliates attacking troops in Yemen's Abyan""",BBC Monitoring Middle East,11/5/2013,Soldier says alleged Al-Qa'idah affiliates attacking troops in Yemen's Abyan,Army,3,Al Maḩfid district,Al Maḩfid district,Abyan governorate,Al Maḩfid district,14.01847,46.755958,POINT (46.755958 14.01847),150214,Yemen (North Yemen),678,Middle East,1,1,11/4/2013,11/4/2013,4,0,0,0,4,4,4
63789,YEM-2013-1-784-117,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-11-08,Yemen air strikes kill five 'Qaeda' militants: ministry""",Agence France Presse,11/8/2013,Yemen air strikes kill five 'Qaeda' militants: ministry,The interior ministry,1,Al Maḩfid town,Al Maḩfid town,Abyan governorate,Al Maḩfid district,14.058469,46.913285,POINT (46.913285 14.058469),150214,Yemen (North Yemen),678,Middle East,1,1,11/8/2013,11/8/2013,0,5,0,0,5,5,5
63795,YEM-2013-1-784-118,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-11-18,Eight police killed in south Yemen ambush: security""",Agence France Presse,11/18/2013,Eight police killed in south Yemen ambush: security,A security official,1,Balḩāf town,Balḩāf town (gas terminal),Shabwah governorate,Ruḑūm district,14.0075,48.1768,POINT (48.1768 14.0075),150217,Yemen (North Yemen),678,Middle East,1,1,11/18/2013,11/18/2013,8,0,0,0,8,8,8
63796,YEM-2013-1-784-119,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Reuters News,2013-11-19,Three suspected Qaeda militants killed in Yemen air strike - residents""",Reuters News,11/19/2013,Three suspected Qaeda militants killed in Yemen air strike - residents,Residents and a local official,3,Ghayl Bā Wazīr district,Ghayl Bā Wazīr district,Ḩaḑramawt governorate,Ghayl Bā Wazīr district,14.886296,49.024495,POINT (49.024495 14.886296),150939,Yemen (North Yemen),678,Middle East,1,1,11/19/2013,11/19/2013,0,3,0,0,3,3,3
63797,YEM-2013-1-784-120,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-11-20,Six dead as police clash with Qaeda suspects in Yemen""",Agence France Presse,11/20/2013,Six dead as police clash with Qaeda suspects in Yemen,Police,1,Ash Shiḩr town,Ash Shiḩr town,Ḩaḑramawt governorate,Ash Shiḩr district,14.758634,49.606394,POINT (49.606394 14.758634),150940,Yemen (North Yemen),678,Middle East,1,1,11/20/2013,11/20/2013,3,3,0,0,6,6,6
63801,YEM-2013-1-784-121,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-11-24,'Qaeda attack' kills 3 police in south Yemen""",Agence France Presse,11/24/2013,'Qaeda attack' kills 3 police in south Yemen,Yemeni security official,1,Say’ūn town,Say’ūn town,Ḩaḑramawt governorate,Say’ūn district,15.943333,48.793333,POINT (48.793333 15.943333),152378,Yemen (North Yemen),678,Middle East,1,1,11/24/2013,11/24/2013,3,0,0,0,3,3,3
63809,YEM-2013-1-784-122,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-11-26,Yemen air strike kills 12 'Qaeda' militants: ministry""",Agence France Presse,11/26/2013,Yemen air strike kills 12 'Qaeda' militants: ministry,The interior ministry,3,Al Maḩfid district,Al Maḩfid district,Abyan governorate,Al Maḩfid district,14.01847,46.755958,POINT (46.755958 14.01847),150214,Yemen (North Yemen),678,Middle East,1,2,11/24/2013,11/26/2013,0,12,0,0,12,12,12
63814,YEM-2013-1-784-124,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2013-11-26,Yemen's Hadramawt remains on alert despite end of clash between army, Al-Qa'idah""",BBC Monitoring Middle East,11/26/2013,"Yemen's Hadramawt remains on alert despite end of clash between army, Al-Qa'idah",The Ministry of Interior /AQAP,1,Ash Shiḩr town,Ash Shiḩr town,Ḩaḑramawt governorate,Ash Shiḩr district,14.758634,49.606394,POINT (49.606394 14.758634),150940,Yemen (North Yemen),678,Middle East,2,3,11/20/2013,11/26/2013,0,7,0,0,7,10,7
63816,YEM-2013-1-784-125,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""BBC Monitoring Middle East,2013-11-26,Recent Yemeni army operation targeted Al-Qa'idah personalities - Security source""",BBC Monitoring Middle East,11/26/2013,Recent Yemeni army operation targeted Al-Qa'idah personalities - Security source,An official security source,1,Ash Shiḩr town,Ash Shiḩr town,Ḩaḑramawt governorate,Ash Shiḩr district,14.758634,49.606394,POINT (49.606394 14.758634),150940,Yemen (North Yemen),678,Middle East,1,2,11/20/2013,11/25/2013,1,0,0,2,3,3,3
63821,YEM-2013-1-784-126,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Reuters News,2013-12-01,Gunmen kill Yemeni colonel and son in eastern Yemen -official""",Reuters News,12/1/2013,Gunmen kill Yemeni colonel and son in eastern Yemen -official,Government official,1,Al Qaţn town,Al Qaţn town,Ḩaḑramawt governorate,Al Qaţn district,15.840556,48.455556,POINT (48.455556 15.840556),152377,Yemen (North Yemen),678,Middle East,1,1,12/1/2013,12/1/2013,0,0,0,0,0,2,0
63825,YEM-2013-1-784-127,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Agence France Presse,2013-12-02,3 soldiers, 6 extremists killed in Yemen clashes""",Agence France Presse,12/2/2013,"3 soldiers, 6 extremists killed in Yemen clashes",The defence ministry,1,Say’ūn town,Say’ūn town,Ḩaḑramawt governorate,Say’ūn district,15.943333,48.793333,POINT (48.793333 15.943333),152378,Yemen (North Yemen),678,Middle East,1,1,12/2/2013,12/2/2013,3,6,0,0,9,9,9
63828,YEM-2013-1-784-128,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,6,"""Agence France Presse,2013-12-05,25 killed as militants storm Yemen defence complex"";""Agence France Presse,2013-12-05,52 die as militants storm Yemen defence complex"";""Agence France Presse,2013-12-06,Al-Qaeda claims deadly attack on Yemen defence complex"";""Agence France Presse,2013-12-07,Yemen says defence complex attackers mostly Saudi"";""Agence France Presse,2013-12-22,Al-Qaeda apologises for deadly Yemen hospital attack"";""Agence France Presse,2013-12-12,Yemen TV airs horrific images of Qaeda-claimed assault""",Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse,2013-12-05;2013-12-05;2013-12-06;2013-12-07;2013-12-22;2013-12-12,25 killed as militants storm Yemen defence complex;52 die as militants storm Yemen defence complex;Al-Qaeda claims deadly attack on Yemen defence complex;Yemen says defence complex attackers mostly Saudi;Al-Qaeda apologises for deadly Yemen hospital attack;Yemen TV airs horrific images of Qaeda-claimed assault,Officials,1,Şan‘ā’ city,Şan‘ā’ city,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,12/5/2013,12/5/2013,2,12,12,42,68,68,68
64040,YEM-2013-1-784-129,2013,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,1,"""Reuters News,2013-12-08,Gunmen kill two senior officers in Yemen - security source""",Reuters News,12/8/2013,Gunmen kill two senior officers in Yemen - security source,Security sources,1,Ta'izz town,Ta'izz town,Ta'izz governorate,,13.579522,44.020908,POINT (44.020908 13.579522),149489,Yemen (North Yemen),678,Middle East,1,1,12/8/2013,12/8/2013,0,0,0,0,0,1,0
