Country,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2020,4,6000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2020,5,4875,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2020,6,4875,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2020,7,7000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2020,8,7000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2020,9,7000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2020,10,7000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2020,11,7000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2020,12,7500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2021,1,7250,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2021,2,7375,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2021,3,7500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2021,4,7500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2021,5,7500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2021,6,7500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2021,7,7500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2021,8,7375,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2021,9,7600,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2021,10,8000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2021,11,8400,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2021,12,9000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2022,1,9000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2022,2,9000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2022,3,9000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2022,4,9000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2022,5,9000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2022,6,9000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2022,7,9250,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2022,8,9000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2022,9,9000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2022,10,9000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2022,11,9500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (qualified labour),Retail,2022,12,9500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2016,6,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2016,7,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2016,8,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2016,9,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2016,10,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2016,11,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2016,12,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2017,1,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2017,2,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2017,3,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2017,4,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2017,5,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2017,6,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2017,7,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2017,8,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2017,9,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2017,10,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2017,11,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2017,12,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2018,1,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2018,2,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2018,3,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2018,4,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2018,5,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2018,6,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2018,7,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2018,8,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2018,9,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2018,10,3000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2018,11,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2018,12,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2019,1,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2019,2,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2019,3,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2019,4,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2019,5,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2019,6,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2019,7,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2019,8,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2019,9,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2019,10,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2019,11,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2019,12,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2020,1,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2020,2,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2020,3,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2020,4,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2020,5,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2020,6,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2020,7,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2020,8,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2020,9,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2020,10,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2020,11,3525,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2020,12,3250,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2021,1,3250,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2021,2,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2021,3,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2021,4,3250,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2021,5,3400,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2021,6,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2021,7,3500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2021,8,3750,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2021,9,3700,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2021,10,4000,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2021,11,4400,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2021,12,4250,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2022,1,4500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2022,2,4375,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2022,3,4500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2022,4,3612.5,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2022,5,4500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2022,6,4500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2022,7,4625,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2022,8,4500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2022,9,4500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2022,10,4500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2022,11,4500,Day,YER,WFP Monitoring
Yemen,Al Hudaydah City (Hodieda),Wage (non-qualified labour),Retail,2022,12,4750,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2016,6,141.25,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2016,7,140,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2016,8,140,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2016,9,140,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2016,10,143,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2016,11,142,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2016,12,140,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2017,1,140,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2017,2,148,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2017,3,150,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2017,4,140,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2017,5,150,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2017,6,150,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2017,7,150,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2017,8,150,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2017,9,150,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2017,10,150,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2017,11,150,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2017,12,150,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2018,1,165,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2018,2,165,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2018,3,200,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2018,4,200,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2018,5,200,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2018,6,200,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2018,7,200,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2018,8,200,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2018,9,225,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2018,10,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2018,11,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2018,12,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2019,1,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2019,2,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2019,3,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2019,4,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2019,5,280,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2019,6,280,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2019,7,285,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2019,8,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2019,9,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2019,10,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2019,11,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2019,12,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2020,1,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2020,2,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2020,3,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2020,4,375,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2020,5,400,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2020,6,400,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2020,7,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2020,8,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2020,9,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2020,10,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2020,11,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2020,12,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2021,1,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2021,2,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2021,3,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2021,4,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2021,5,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2021,6,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2021,7,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2021,8,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2021,9,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2021,10,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2021,11,308,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2021,12,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2022,1,300,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2022,2,312.5,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2022,3,338,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2022,4,350,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2022,5,340,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2022,6,325,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2022,7,350,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2022,8,350,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2022,9,350,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2022,10,350,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2022,11,350,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wheat,Retail,2022,12,312.5,KG,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2016,6,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2016,7,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2016,8,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2016,9,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2016,10,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2016,11,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2016,12,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2017,1,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2017,2,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2017,3,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2017,4,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2017,5,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2017,6,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2017,7,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2017,8,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2017,9,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2017,10,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2017,11,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2017,12,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2018,1,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2018,2,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2018,3,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2018,4,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2018,5,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2018,6,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2018,7,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2018,8,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2018,9,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2018,10,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2018,11,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2018,12,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2019,1,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2019,2,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2019,3,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2019,4,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2019,5,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2019,6,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2019,7,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2019,8,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2019,9,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2019,10,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2019,11,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2019,12,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2020,1,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2020,2,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2020,3,8000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2020,4,8500,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2020,5,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2020,6,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2020,7,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2020,8,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2020,9,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2020,10,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2020,11,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2020,12,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2021,1,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2021,2,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2021,3,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2021,4,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2021,5,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2021,6,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2021,7,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2021,8,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2021,9,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2021,10,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2021,11,10000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2021,12,11500,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2022,1,15000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2022,2,15000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2022,3,15000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2022,4,15000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2022,5,15000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2022,6,15000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2022,7,15000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2022,8,15000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2022,9,15000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2022,10,15000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2022,11,15000,Day,YER,WFP Monitoring
Yemen,Al Hazum,Wage (qualified labour),Retail,2022,12,15000,Day,YER,WFP Monitoring
